ID,country,year,lineage,brgy,place,province,region,latitude,longitude,species,date
Z-14-182,Philippines,2014,Asian SEA4_A1.2,San Francisco,Pulilan,Bulacan,Central Luzon,14.91386664,120.8556301,Canis familiaris,20/08/2014
Z-14-243,Philippines,2014,Asian SEA4_A1.3.1,Bubukal St.,Sta. Cruz,Laguna,Calabarzon,14.26443013,121.4040122,Canis familiaris,13/11/2014
Z-15-001,Philippines,2015,Asian SEA4_A1.1.2,Bagumbayan,Pililla,Rizal,Calabarzon,14.4548703,121.3449535,Canis familiaris,01/01/2015
Z-15-009,Philippines,2015,Asian SEA4_A1.2,South Triangle,Quezon  ,Metro Manila,National Capital Region,14.67428047,121.0574986,Canis familiaris,16/01/2015
Z-15-163,Philippines,2015,Asian SEA4_C1,Panapaan 8,Bacoor  ,Cavite,Calabarzon,14.41614393,120.9704734,Canis familiaris,05/09/2015
Z-16-082,Philippines,2016,Asian SEA4_A1.1.2,Caingin,Sta. Rosa  ,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,24/05/2016
Z-16-150,Philippines,2016,Asian SEA4_A1.2,Putatan,Muntinlupa  ,Metro Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,05/09/2016
Z-16-151,Philippines,2016,Asian SEA4_A1.2,-,Carmona,Cavite,Calabarzon,14.29896527,121.0371349,Canis familiaris,05/09/2016
Z-16-196,Philippines,2016,Asian SEA4_A1.1.2,Sampaloc,Dasmarinas  ,Cavite,Calabarzon,14.31850325,120.9657797,Canis familiaris,23/11/2016
Z-16-209,Philippines,2016,Asian SEA4_A1.3,Pahinga Sur,Candelaria,Quezon,Calabarzon,13.94085961,121.4302409,Canis familiaris,14/12/2016
Z-16-210,Philippines,2016,Asian SEA4_B1.1.1,Almanza 2,Las Pinas  ,Metro Manila,National Capital Region,14.4423825,120.9940879,Canis familiaris,16/12/2016
Z-16-211,Philippines,2016,Asian SEA4_C1,Las Villas De Manila,Binan  ,Laguna,Calabarzon,14.30526494,121.0647852,Canis familiaris,19/12/2016
Z-17-046,Philippines,2017,Asian SEA4_A1.1.2,Bgy. San Fernando,Sto. Tomas,Batangas,Calabarzon,14.07637376,121.1824598,Canis familiaris,06/03/2017
Z-17-174,Philippines,2017,Asian SEA4_A1.1.2,Poblacion,Muntinlupa ,Metro Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,23/09/2017
Z-17-177,Philippines,2017,Asian SEA4_A1.1.2,Bgy. Navarro,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,25/09/2017
Z-17-193,Philippines,2017,Asian SEA4_A1.1.2,Binonoan,Infanta,Quezon,Calabarzon,14.71657136,121.650984,Canis familiaris,13/10/2017
Z-17-200,Philippines,2017,Asian SEA4_A1.2,Mamatid,Cabuyao,Laguna,Calabarzon,14.24922952,121.121079,Canis familiaris,31/10/2017
Z-17-217,Philippines,2017,unknown,Paliko 4,Imus,Cavite,Calabarzon,14.39822975,120.9319992,Canis familiaris,16/11/2017
Z-17-221,Philippines,2017,Asian SEA4_C1,Bgy. Nawasa,Noveleta,Cavite,Calabarzon,14.43119105,120.8796209,Canis familiaris,28/11/2017
Z-17-57,Philippines,2017,Asian SEA4_A1.3,Magbag,San Jose,Occidental Mindoro,Southwestern Tagalog Region,12.45581677,121.1219622,Canis familiaris,29/03/2017
Z-18-001,Philippines,2018,Asian SEA4_A1.1.2,"Andrea Vill. I, Panapaan Vi",Bacoor  ,Cavite,Calabarzon,14.41614393,120.9704734,Felis catus,02/01/2018
Z-18-114,Philippines,2018,Asian SEA4_B1.1.1,Banay-Banay 1St,San Jose,Batangas,Calabarzon,13.87787315,121.0901132,Canis familiaris,28/05/2018
Z-18-159,Philippines,2018,Asian SEA4_A1.2,Sta. Cruz,Guiginto,Bulacan,Central Luzon,14.83746463,120.8923363,Canis familiaris,19/07/2018
Z-18-224,Philippines,2018,Asian SEA4_A1.2,Camarin Rd.,Caloocan  ,Metro Manila,National Capital Region,14.74647256,121.0486805,Canis familiaris,28/10/2018
Z-18-251,Philippines,2018,Asian SEA4_A1.1.2,"Rpa Enterprises, Don Jose",Sta. Rosa  ,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,07/12/2018
Z-19-029,Philippines,2019,Asian SEA4_A1.3,Antipolo Del Sur,Lipa  ,Batangas,Calabarzon,13.94086577,121.1746864,Canis familiaris,26/02/2019
Z-19-123,Philippines,2019,Asian SEA4_A1.1.2,Anabu 2F,Imus,Cavite,Calabarzon,14.39822975,120.9319992,Canis familiaris,11/08/2019
Z-19-136,Philippines,2019,Asian SEA4_A1.2,Canlubang,Calamba  ,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,05/09/2019
Z-19-88,Philippines,2019,Asian SEA4_A1.2,San Isidro,Angono,Rizal,Calabarzon,14.54362773,121.165434,Canis familiaris,31/05/2019
Z-20-01,Philippines,2020,Asian SEA4_C1,"Meadowood Subd.,Panapaan 8",Bacoor  ,Cavite,Calabarzon,14.41614393,120.9704734,Canis familiaris,03/01/2020
Z-20-110,Philippines,2020,Asian SEA4_A1.2,"Pacita Complex 1, San Vicente",San Pedro,Laguna,Calabarzon,14.34936983,121.0384844,Canis familiaris,23/10/2020
Z-20-24,Philippines,2020,Asian SEA4_A1.2,Bayanan,Muntinlupa  ,Metro Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,14/02/2020
Z-20-33,Philippines,2020,Asian SEA4_A1.1.2,F.B. Harizon Edsa,Pasay  ,Metro Manila,National Capital Region,14.53080944,121.0041508,Canis familiaris,18/02/2020
Z-20-51,Philippines,2020,Asian SEA4_A1.2,Herald Village Subd.,Angono,Rizal,Calabarzon,14.54362773,121.165434,Canis familiaris,02/03/2020
Z-22-103,Philippines,2022,Asian SEA4_A1.2,Paroyhog,Santa Maria,Romblon,Southwestern Tagalog Region,12.40310216,122.0836566,Canis familiaris,21/11/2022
Z-22-119,Philippines,2022,unknown,Tulay,Odiongan,Romblon,Southwestern Tagalog Region,12.39865996,122.0177701,Canis familiaris,28/12/2022
Z-22-121,Philippines,2022,Asian SEA4_A1.1.2,Carmen,San Agustin,Romblon,Southwestern Tagalog Region,12.55403552,122.1124048,Canis familiaris,19/12/2022
Z-23-01,Philippines,2023,Asian SEA4_A1.2,Balibago,Sta. Rosa ,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,03/01/2023
Z-23-01Sa,Philippines,2023,Asian SEA4_A1.2,Balibago,Sta. Rosa ,Laguna,Calabarzon,14.27260264,121.0895167,Canis familiaris,03/01/2023
Z-98-1061,Philippines,1998,Asian SEA4_A1,Tejero,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,05/08/1998
Z-98-134,Philippines,1998,Asian SEA4_A1,Sampaloc   Homes,Dasmarinas,Cavite,Calabarzon,14.31850325,120.9657797,Canis familiaris,09/02/1998
Z-98-206,Philippines,1998,Asian SEA4_A1,Bagongbayan,Sta Cruz,Laguna,Calabarzon,14.26443013,121.4040122,Canis familiaris,02/03/1998
Z-98-285,Philippines,1998,Asian SEA4_A1,-,San Pablo,Laguna,Calabarzon,14.05146733,121.3315598,Canis familiaris,18/03/1998
Z-98-286,Philippines,1998,Asian SEA4_A1,Tayuman,Mulanay,Quezon,Calabarzon,13.52552491,122.4578973,Canis familiaris,19/03/1998
Z-98-335,Philippines,1998,Asian SEA4_A1.3,-,Nagcarlan,Laguna,Calabarzon,14.14027602,121.4032743,Canis familiaris,01/04/1998
Z-98-433,Philippines,1998,Asian SEA4_A1.2,Palamitan,Kawit,Cavite,Calabarzon,14.44475736,120.9012276,Canis familiaris,30/04/1998
Z-98-454,Philippines,1998,Asian SEA4_A1,Betterliving Subd,Paranaque,Metro Manila,National Capital Region,14.48357034,121.0147858,Canis familiaris,04/05/1998
Z-98-515,Philippines,1998,Asian SEA4_D1,Cupang,Muntinlupa,Metro Manila,National Capital Region,14.40197636,121.0327847,Canis familiaris,20/05/1998
Z-98-616,Philippines,1998,Asian SEA4_B1,-,San Miguel,Bulacan,Central Luzon,15.17310142,121.0401182,Canis familiaris,18/06/1998
Z-98-667,Philippines,1998,Asian SEA4_A1,Mayapa,Calamba,Laguna,Calabarzon,14.18862277,121.1242055,Canis familiaris,29/06/1998
Z-98-712,Philippines,1998,Asian SEA4_A1,Macantod,Siniloan,Laguna,Calabarzon,14.43714914,121.4867785,Canis familiaris,11/07/1998
Z-98-718,Philippines,1998,Asian SEA4_A1,Maraykid,San Juan,Batangas,Calabarzon,13.75727426,121.3908944,Canis familiaris,13/07/1998
Z-98-780,Philippines,1998,Asian SEA4_A1,San Miguel,Alaminos,Laguna,Calabarzon,14.04459696,121.2475488,Canis familiaris,25/07/1998
Z-98-823,Philippines,1998,unknown,Tejero,General Trias,Cavite,Calabarzon,14.32966619,120.8999068,Canis familiaris,05/08/1998
Z-98-838,Philippines,1998,Asian SEA4_B1,Upper Bicutan,Taguig,Metro Manila,National Capital Region,14.51469695,121.0660524,Canis familiaris,09/08/1998
Z-98-860,Philippines,1998,Asian SEA4_A1,-,San Francisco,Quezon,Calabarzon,13.29448721,122.5720534,Canis familiaris,14/08/1998
CAR-22-018,Philippines,2022,,Talubi,Bontoc,Mountain Province,Cordillera Autonomous Region,17.09331514,120.9949592,Canis familiaris,09/03/2022
CAR-22-020,Philippines,2022,,Palaquio,Bucay,Abra,Cordillera Autonomous Region,17.52284728,120.7225257,Canis familiaris,14/03/2022
